0,国庆快乐，袁隆平同志
0,byd这集真的太好笑了，
0,太好看啦！
0,太细了 谢谢up[脱单doge]
4,[大哭]
5,不会生蛆或者腐化吗？
0,给up点赞！！！！！爱看这个！！！！！
0,up好用心！酒吧那边太可爱了www
4,看一次哭一次，真的忍受不住，眼泪哗哗的
0,开饭！
4,袁老，想您了[大哭]
5,惊了，还是双人
0,绷不住了呀哈哈哈哈
2,本歌迷真的很失望。。。正好看的是成都的第一场:face_with_tears_of_joy:不过我在看台比较远的位置，当时只顾嗨皮了倒是真的没注意假没假唱，有些音特别不准倒是听出来了
4,悲剧，但在某种程度又是笑话
0,这一期太精彩了，几种战术的互相博弈，到经济运营策略的制定，每一项都环环相扣。美妙至极！[给心心][给心心][给心心]
2,白给都不要
0,虽然看不懂，但还是前来学习[妙啊]
1,直播跟假唱有啥关系，这不是避重就轻吗
2,幽默
0,来辣
5,美国怎么那么多黑人？
4,马芸早些年病的还没有这么严重，还认识自己的儿子，也会去地里干活，现在已经什么也不知道了
0,非常不错 朕给你敬个礼
4,两年多了，趁暑假的最后几天再来缅怀[大哭]愿天国麦浪连天[给心心][给心心][给心心]也为正在为农业奋斗的工作者致敬
0,最燃的一集[星星眼][星星眼]
2,智商有问题才会买
0,这期真的希望大家看完质量真的好高吖 看的都有点感动了[热词系列_两面包夹芝士][热词系列_两面包夹芝士][热词系列_两面包夹芝士]
5,这么快！
4,袁爷爷一路走好
0,真的好想养它:loudly_crying_face::loudly_crying_face:好可爱
0,笑死我了
3,虽然但是我一遇动物和猎奇一结合，我就怕的要死[模糊小黄豆_爆哭]
0,可以。帅的一批
0,精彩
2,这都不叫变态，之前看过一个视频，特码的，熏干人肉，还有人吃，也不是怎么受伤了，就把受伤补位看下来做风干肉，然后天天熏，据说味道很好吃，很香，想想就特么变态[捂脸]
3,起初所有人都以为这只是个视频
0,见证历史
4,爷爷我们想您！
2,买不起
4,语音出来我撑不住了[大哭][大哭][大哭][大哭][大哭][大哭][大哭]
0,每日一看
0,好好好[脱单doge]
0,好久没看到这么让我开心的节目了。币已投。也坚定了我要弄台富康玩一玩的决心。
4,[大哭][大哭][大哭][大哭][大哭][大哭]
2,有这钱好好搞研发不好吗
0,计算机方面的真的是没看过书，入门都入不了，前天在github上面找了一个脚本，有教程的情况下弄了一下午我连运行都不会，还有抓包cookie信息，完全不会[笑哭]
0,哈哈哈哈哈草
1,为什么自助餐不提供免费可乐啊！！！
4,难以评价，该说是幸运还是悲哀。能给他兜个底，某个生，其实也无所谓了。
2,[呆]看不出一点实机
4,可怜
5,啊，阿真！你来真的啊！！！！！
0,我测哈哈哈哈
2,内容太少了，枪械属性只给了个图，不如文字直观。
0,大开大合！强而有力！强而有力啊！[微笑]
0,老婆嘿嘿嘿老婆嘿嘿嘿[脱单doge][星星眼][星星眼][星星眼][星星眼]
0,实在绷不住
2,这头猪真倒霉
2,只有掌声，死得更快
2,我特么要吐了
0,2025还有谁？？？
2,太抽象了
0,好喜欢这个系列[星星眼][星星眼]
4,缅怀
0,他好帅
4,这条片子到后面感觉挺伤感的。
0,好耶 极品飞地平线6上线咯
0,精彩
0,太好笑了[笑哭]
0,这一局打的精彩~~~~
0,666
1,现场都能作假，直播就不能作假了?
0,这个视频做的很好[点赞]
2,单机里最恶心的还得是水狗。只要敢在基地附近打，马上让沙袋工事全废掉，不打的话它还咬你沙袋。联机里就是猴子了，只要远古的必经之路上有几个猴窝就别想好好清远古。单机里洞二猴子区避开就好了。
2,垃圾，求我吃我都不吃。
2,这里观感真的很奇怪，明明释天武才和刹暗天见过一两面，这里搞的跟搭档了很久了一样，还说出“你叫什么狗屎啦”这种铁哥们才能说出的话[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭]
2,逆天
0,分享一下bgm 把！
2,呃呃
2,弹幕也太能吹了
0,为啥看得我热血沸腾
0,前排！元素力太帅啦，这种以科学的方式讲解元素真是太新颖了，也有利于广大人民群众接触到现实中可见的科学，激发对科学的兴趣，期待up更多的优质作品！[打call][打call]
0,好上头啊，麻烦每集都做一下，我要看[脱单doge][脱单doge]
4,缅怀，吾辈自强
5,怎么这些个公司现在怎么动不动就几百万悬赏？难道是承上启下？[喜极而泣]
2,呵呵
2,中医害人别信
4,我至今还是不能接受袁老的逝世
0,甜甜甜
0,比艺画开天做的好
0,熟成几十年，风味，不敢想象
0,上热门了！好耶！
0,新鲜的晚饭
1,弹幕真的是。。。能不能有礼貌一点
0,哈哈哈哈哈
0,第一次打这么快[给心心]
0,感恩a
0,tmd笑死我了
0,终于更了[灵魂出窍]
4,缅怀[水稻]
0,好活
4,两年了 缅怀袁老[水稻]
2,恶心:nauseated_face:
0,6
0,精彩啊！[大笑]
0,这才叫车评人，老老实实自己想节目，做自己喜欢的东西
4,心疼马家[大哭]
4,希望他不要活在阴影里面
1,只能说：垃圾看垃圾
2,对床的室友每晚都打呼噜，每次吵到我我就用脚磕床直到把他弄醒不打呼噜为止，苦了其他室友了[辣眼睛][辣眼睛][辣眼睛]
5,逆天
2,[吃瓜]没翻车，差评[doge][doge][doge]
1,[微笑]车好不好不知道，能不能把劳务派遣那些狗东西切割一下
0,精彩
4,每每看见一次…都眼含泪水…
3,如果这个ai可以让眼睛眨一眨，嘴巴张开闭上，左右摇头，，那就太可怕了！[捂脸]
0,这种做长内容的新闻采访不多了，祝越来越好
2,假的。现在这种情况多？还是洗房骗彩礼分房子多？
2,emm成分复杂
1,md又在搅屎什么了，这感情戏。幸好这次失忆了，不然晚年小雨想明白了不会又去找天武让他杀自己提升修为吧，嘻嘻。
2,是属于做贼心虚了
0,国货之光必须支持。
0,范小勤算挺善良的
0,绝了
0,好厉害！这个系列真的太棒了，每一个视频都会看出鸡皮疙瘩[打call][打call][打call][打call]
0,太精彩了
1,什么玩意，你是国家公权力吗？还带征集线索找嫌疑人？要是犯法你自己告就是了，拿钱想堵谁的嘴？
0,比原版好看些了
0,萧然！快！[打call]
0,更新！快点更新！
0,好可爱！
4,爷爷走了两年了
2,大厂这点格局[辣眼睛]
2,玩具也好意思
4,现在诋毁污蔑诽谤好像有专门的团伙和产业，随着AI和黑客软件的普及，以及隐私泄漏和网络缺乏理性愈发严重，今后的世道多黑暗恐怕难以想象
0,哈哈
1,本来这舞就好笑，还特么是个公众人物。不接受评价就在家待着自己嗨好了。电影不好看，难道就因为是导演的心血制作我就得说好看？
5,有没有当地人，这东西好吃不，是不是跟火腿差不多啊？
0,笑得相似
4,爷爷，我想你了[大哭]
4,袁爷爷，一路走好[大哭]
1,真他妈依托答辩，这集内容少得我看这个1分多钟速食答辩版都觉得时间长
3,真有歌手干这种事。。。吓得我感觉去听了一下陈粒演唱会的视频，虽然基本一半都混着我的声音，虽然一点没跑，但绝对没有问题，有自由发挥的小尾音什么的
2,:trade_mark:的，这情感戏写的就是不知所谓，不知所谓呀！
0,谢谢up，这下看懂了[给心心]
0,乐
0,雨琪姐姐生日快乐！这里是中国新疆伊犁河！
3,敲门也太假了吧..诶不对..我没开声音啊..
0,遥遥领先
0,萧然yyds
2,不会买
4,好可怜的女生...
0,甜甜甜[打call]
2,狗都不吃
0,这期血战好精彩
5,动用更多能量？可以减肥的意思吗
5,好家伙有来有回
4,回来一哭
5,不懂就问，为什么三体还是8.2分？
4,唉 唱得难听总比假唱好吧 毕竟年纪也大了 这样真的令人很失望
2,这打斗像是打傻子一样，太呆板了！
0,好想要明信片呜呜想要
1,@比亚迪 为啥抹黑你 希望你自己有点数，我买的宋pro，有没有资格喷你？
0,遥遥领先[辣眼睛][doge]
4,还是想哭[水稻][水稻][水稻]
4,泪目
4,我记得之前也看过有篇小马云的报道，里面好像有怀疑他被当时抱走他的老板打了药啥的……后来人气下来了他也被送回来了，但是永远长不高了智力也有问题……很可怜的孩子
1,评论区里又有打拳的，真的服了，你们某些拳虫厌女的话去做海盗或者去贱狱或者去挖煤好吗，干到地老天荒也干不出个女的，天若有情爱哥哥，兄弟友爱携手相濡以沫，没人管好吗，没人在乎的
0,看着挺不错的
0,牛
2,无法接受
0,王杰克真的 我哭死[大哭] 国产top gear[打call]
0,这期真的希望大家看完质量真的好高吖 看的都有点感动了[热词系列_两面包夹芝士][热词系列_两面包夹芝士][热词系列_两面包夹芝士]
0,只和朋友打AI的我竟然看完了，真给我看爽了
0,热乎
5,纳尼，情报是真的？！[大哭][大哭][大哭]
0,哇
0,这把打的真精彩
5,大晚上739？？？？？害怕，大伙怎么都这么能熬
0,你这追星的态度 我喜欢！！！[doge]
2,这集又是讲了个寂寞，算了不看了。
5,这是老板娘吗？怎么让我一种隔壁阿真的直视感？？[doge]
2,新头像没以前好看
0,某网站上还能看到你的哈哈哈哈哈视频
0,这号已经养好了
4,已经这么快两年了吗，感觉您好像在一样。袁隆平爷爷，想念你了
5,国内外来个区别对待吗
0,绝
3,唉，要是我这辈子是走不出来了
0,听到阿信的声音就会感动，不管真假都能感受到五月天的温度，默默彼此守护，永远支持他们！
4,还是怀念
2,草，这评论区和上次云南吃生皮一样恶臭，小学生真多
5,不会中毒？
0,这期真的太精彩了
0,好帅的软体 渲染了多久
2,太吵了 太吵了 太吵了
4,躯体虽逝，毅魄长存。
0,离谱，已经闻到显卡的香气，CG光影很赞，期待实机
0,看萝卜的运营真是一种享受
4,唉，那时我正上着课，听老师传来了噩耗
0,靡道人有点帅
4,本来live就平庸身体也垮了，还高龄连开
0,牛逼！两小时[doge]
5,啊？
1,我寻思打击感怎么就不能看了？打击效果有震动和声音反馈就够了视觉上的震撼效果直接可以丢了是吧？那追求更好的打击和受击的物理动画效果干什么，震着手柄听着声打死模型就行了呗要什么物理反馈？
0,笑死人了
2,吃shi都比这玩意健康
0,眼泪都给我笑出来了哈哈哈哈
0,哇哇哇，惊喜会到我吗
0,大明火器天下无敌[微笑]
0,这道人一说话，我就入戏了
5,哇 许久未见啊 man[脱单doge]
0,迟早得要被三体的二创笑死
2,本来是小圈子亚文化的，搞成这样，大家都没得玩、
0,哈哈哈哈哈哈，笑死了
5,吃了不会肚子疼吗
0,可以啊
0,哈哈
3,女儿没了，一个人住在女儿留下的新公寓里。太痛苦了，怎么想象
0,好人一生平安！好想吃火锅好想吃火锅好想吃火锅啊啊啊
5,卧槽，历史上首次堑壕战。 拿破仑要有萝卜这战术思想还能输？
4,[水稻]人民怀念您
0,爱看，多更！！！
5,我靠！
2,浮尸烂臭肉没人收的尸
0,好喜欢这一期，精神状态十分美丽，爱了爱了
4,作为一个医学生，看到有点心酸
0,被烟头烫笑了，还行
0,加油吧，希望你们能做出来
1,直播假唱和有没有假唱有什么关系吗直播假唱放cd就不是假唱了？？？
4,袁老千古[难过]
0,救命我快笑死了
0,up用的什么软件？效果这么好
5,逆天
2,哪怕作为爽文，都是低级不合格的爽文
0,支持一下up[给心心]
1,直播有啥用，人家锤你以前的音准一首准一首不准，而且三场不同演唱会一首歌一模一样，这些怎么解释？
0,靡道人的配音确实好，还有点像童自荣
2,史
4,人民的好总理，缅怀
4,总理同志一路走好
0,精彩！
0,终于更新了[doge]
1,我这样理解对不对？相当于演唱会是徒手画圆，这个圆肯定是不标准的。cd或者录音就相当于用圆规画圆。谁能徒手话一个标准的圆？
4,一路走好
0,萝卜好猛[星星眼]
0,精彩绝伦！
0,绝
0,哈哈哈哈哈哈哈
2,可笑
0,难绷
0,太狠了up
0,这期真的太精彩了
5,好家伙，森中人这名字太熟悉啦，这不是我的三体里的大史嘛！
0,哈哈
4,没关系，我也不是什么很重要的人
4,已经过去1年了，还是看一次眼泪掉一次，明明素未谋面却泪流满面[大哭][大哭][大哭][大哭]袁爷爷一路走好
0,这个肯定做的很辛苦吧，up还真是有毅力啊
2,这比亚迪最奇葩的，黑这车的和拥护他的，很多居然都是一个人。不用外人黑，车主开久了自己都会骂了，而且骂比亚迪的视频没流量。
0,袁老生日快乐
0,想吃
5,扫黑除恶发布江湖追杀令？
0,精彩
0,热乎
0,新视频终于来了[大哭]
0,最近这几期总让我有种震撼的感动
4,时间，太快了…
4,[tv_大哭]
0,这么好笑吗，我想看了
0,顶级文案
0,哈哈哈哈直接笑出答辩[doge]
0,国庆快乐，袁隆平同志
0,最后罗辑这个笑我直接笑的直拉屎
2,莫名感觉打击感不是特别好
0,这把质量真高啊
0,1:05笑死我了[笑哭]
0,又见董事长夫妇[干杯！嫦娥兔_干杯]
1,怀疑作者真的懂游戏吗？什么是实机，能明白吗？
4,袁老千古【2023.5.22】
4,袁爷爷想你了
1,刷屏的人是脑子有病？
0,妈的 这集真好看啊 隔壁艺画开天的果然是这个视频的二创
0,好帅啊
3,我觉得很恐怖，
1,必须用他来杀鸡儆猴，威慑一下，不然以后谁都可以假唱欺诈消费者了，而且还不用受到处罚[吃瓜]
0,喜欢，好看，爱看。
1,说实话都不让？
0,热乎的
0,和我家憨宝宝一起看女鹅更新！！！
4,看到第五分钟觉得很可笑，怕狗，怕麻烦，还会遵守社会规则交房租，却敢背负一条人命
0,学过一些Unity的C#编程，基本上能看懂UP主的讲解[喜欢]期待UP主接下来的作品～
0,笑死我了
0,来了[doge]
1,真当自个是个个了？有这闲钱提高工人待遇去
4,唉，他们的歌是真好听，可惜了
0,此款游戏一出，所有游戏直接给我坐下!
1,6，都被曝光了还敢假唱？这次没假唱就能代表上次乃至以前没假唱？什么逻辑[思考]
5,啊…这
2,陈年老尸
5,为什么不去找大耳朵？？？
0,牛的
0,享受当下 永恒的真理！
0,姐姐生日快乐！每次看你们的视频都感觉到快乐溢出屏幕啦！真的是我梦中情家了，哈哈哈，期待你们回国呀[tv_色]
0,好喜欢这期
0,好可爱[星星眼][星星眼][星星眼]
0,帅
4,李克强同志永垂不朽
3,害怕
1,黄新虫也是出生一个
5,苍蝇不产卵么
3,妈耶医学生看了笑不出来一点[微笑]汗流浃背了，血压蹭蹭涨，这种事情是真的会发生才是最可怕的
0,好！
0,牛逼牛逼，这局精彩
5,支持特斯拉的那些人怎么现在站出来不支持比亚迪M？[妙啊]
0,靡道人这个boss一阶段的ai好希望做的再聪明一点啊，帅啊这招式，但是被猴哥吊打[妙啊]
0,糜道人真的很有中国特色啊，和西方神话的那种BOSS不同，带有中国志异里典型的寻药求道并且内心阴暗糜烂，诡计多端的反派道士气息，对外国玩家是优秀的文化输出和感染捏[微笑]
4,没简介了呜呜呜[委屈][委屈][委屈]
0,支持一波[打call]很有意思的题材[打call]期待能讲到mod部分，讲一讲游戏是如何与mod进行交互的
0,极速拍档的各位主持，我非常喜欢你们节目的风格。你们应该搞个像TopGear和The Grand Tour类似的国产节目，收视率肯定高。愿你们的节目越办越好！！
0,精彩
2,僵尸猪
0,猫猫好可爱贴贴（）
5,啊，这？
0,笑死我了，这搞笑漫画
2,可惜不更新DLC了 联机版的特色挺少的，玩的久就好失去兴趣
0,66666666666
4,两年了缅怀袁爷爷[保佑][保佑][保佑]
2,绷
0,太牛了！[颜文大赛·小鲨鱼_荡秋千]
5,还真等到了，我的天
0,哈哈哈逆天
0,实地采访挺好的，不是空调记者
0,画的真不错
0,@糯米包小狗 @CHOIKIT20 @啊这小莫 配音配的好好
2,语速为什么变了？？？？？
4,缅怀[水稻][水稻][水稻]
0,细节这么多，优化还这么好 真的厉害
5,捏麻麻的，怎么像若子的声音啊
0,道士的一阶段挺帅的，配音也很牛逼（特别喜欢小居士那句）
0,这个配音真的好，尤其是“交差”，那种语气真的绝。
0,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
4,谁都会成为历史，袁隆平也不例外，袁隆平年级大了，一天比一天老去，身体也一天比一天差，不过袁隆平给我们留下了吃不完的粮食就已经很好了，向袁隆平敬礼。
1,圆子，我一直蛮喜欢你的视频的，但是这次，真的很失望，在没有官方回应的情况你抹黑他们！真背刺！
1,睡懒觉招你了？
0,好可爱好可爱好可爱好可爱好可爱！！！
0,终于更新了
0,太可爱啦[東雪蓮_好耶]
2,我会把他丢了
0,强烈要求加强靡道人，
0,牛的牛的
0,最后那几个笑声素材是什么笑死我了
5,很难想象这是2002年的代码
0,你是我在B站8年，唯一一个连续投两次二硬币:coin:的up，不为别的，就为你们的大成本制作[doge]
0,这期真的精彩，有种双方决斗者拼尽全力决斗的感觉了[脱单doge]
0,受不了了快来吧
0,喜欢看极速对比，很纯粹的比拼了没有什么名牌超跑都是我能接触到的车[打call]
1,我tm的真该死啊！一大早点开了这个视频，刀死我了[大哭]
0,全程直播诶，不买票也能看！发福利咯[兔年]
0,这期节目好玩又热血，最后一段比赛太爽了
0,精彩[脱单doge]
4,鞠躬尽瘁 死而后已
0,精彩
4,没关系，我也不是什么很重要的人
0,笑得相似
0,不明觉厉
0,三连了
1,这不傻篮子么
5,这16？
0,这期太精彩了
0,笑死我了，封面这哥们
0,袁老生日快乐！
0,很快啊，我啪一下就点进来了
0,啵啵啵啵啵
4,感慨万千呐[水稻]
0,啊啊啊啊啊姐姐看看我[打call]
0,太屌了
2,呵呵
0,爷青回[喜欢]
0,已成为生活必需品[笑哭]
0,终于来了
1,演唱会都假唱简直离谱，现在的韭菜都已经无脑成这样了吗
4,缅怀袁爷爷[水稻]
0,高产！
0,这降维打击般的嗓音……森中人老师真是太强了[打call]
0,影视飓风的Tim太完美啦，所以此时此刻碎碎念的Tim才是完整的，而我当然更喜欢完整的Tim[保卫萝卜_笔芯]
2,狗都不听五月天
2,说白了就是干尸而已
0,真的很绝，昨天偶然刷到up，今天已经全部补完，每个视频都唰唰掉鸡皮疙瘩，人类的艺术真的很妙
5,蛤?!
1,尊重文化的多样性，尊重物种的多样性，但是人家就是发出来让大家看看有没让你们吃，你们急啥呢？好也罢孬也罢，人家自己家里的东西你们咋这么多发言权？都知道抽烟有害，烟盒上也写了，并且受众也广，为啥不禁烟草呢？
2,笑死人了，说得好像真的会给500万似的
4,时间过的真快，转眼间两年过去了…袁爷爷，一路走好。[爱心]
4,袁爷爷我想你了[大哭][大哭][大哭]
0,哈哈 你把大伙都逗笑了
4,[大哭][大哭][大哭]
4,多数镜头追逐流量，哪管他人命运
4,哎，不知不觉已经这么久了[拥抱][保卫萝卜_哭哭]
4,袁隆平逝世纪念[保佑]
1,妈的让客人试毒是吧？
0,这舞确实挺搞笑哈哈哈
0,热乎的评论来喽[妙啊]
0,牛逼
0,甲方眼前一亮[热词系列_知识增加]
0,真的可以说是最精彩的一期
2,叠味太重
4,两年多过去了，今天是袁老的诞辰，顺着推送刷到这条视频以后，还是鼻子发酸，喉咙发梗，想哭，周围有人又强行忍住。袁老永远在我们心中[爱心][爱心][爱心]
3,以后怎么办[笑哭]
0,精彩
2,这里的小怪也太笨了
2,菜就多练，输不起就别玩
0,每天好心情从这个视频开始，笑死我了哈哈哈哈哈
0,这个罐头笑真的完全绷不住哈哈哈哈哈哈哈
2,虽然挺喜欢JJ但这波操作属实没看懂……以前挺大度的一个人啊，大家开他玩笑什么的也都没怎么在意的，怎么这个舞蹈被恶搞一下反应这么大……
0,没绷住
0,笑死了，这个月第一次笑得这么开心:rolling_on_the_floor_laughing:
2,有其父必有其子，父子都不是好玩意儿
2,呵呵，有这500万不如去给员工涨点工资
0,很好视频，爱来自贵州[保卫萝卜_白眼]
1,别瞎扯淡了，不可能
1,我觉得范小勤现在的火爆已经与马云长相没半点关系了，就是猎奇低俗低智人造成好玩解压看热闹的电子宠物而已
1,我都不明白这有什么可洗的，就假唱对得起那些坚持真唱的歌手吗
4,悼念悼念
0,袁爷爷生日快乐
2,太虚伪了 不说 还在那边说 曾热度:wastebasket:
0,河狸就是水豚，水豚就是河狸[脱单doge]
0,这个配音，太帅了
2,对岛上艺人还是太宽容了，当年五月天跑去支持太阳花就不关注了，这种骨子里看不起大陆的艺人来开演唱会就是为了割韭菜，所谓宠粉情怀起码对内地歌迷可是一丁点没有。不理解的是不管这乐队啥立场，这妥妥的老年乐队了，哪儿来那么多脑残粉
0,啊啊啊啊啊啊求！！姐姐可以寄到韩国吗ㅠㅠㅠㅠㅠ
0,笑死，最蹦不住的一集
0,不会玩的也从头看到尾，精彩。
4,看完挺难受的，也不知道难受在哪里
0,6！！！！
4,呜呜呜想家[大哭]
0,太精彩了
0,好！
5,卧槽，若
5,这玩意不招蛆吗？
2,我信你个鬼
4,这个小孩是悲哀但幸运的 他现在的心智和同龄人相比 差距是很大的 父亲残疾且嗜酒 母亲经常不正常 哥哥对他算不上多好 亲戚忽悠哄骗利用 自己有身体上的问题和精神上的问题 一家人靠着范小勤的流量生活 啃食和压榨他所有的价值 很难想象在以后的几年 十几年 二十几年 小马云流量永远会过时 会被淡忘 到时候一家人的命运何去何从 这个小孩在同龄人中经历了太多 从富贵生活贴身保姆电视台参加节目 到被资本抛弃回到江西不知名农村 很多人靠着小马云流量赚取利益 但是同时很多人也在嘲笑他 更可悲的是 这个孩子也许一辈子的活着在小马云的影子下了 而且因为心智的问题 无法像普通人可以通过学习知识改变自己 他也是幸运的 因为有些人一辈子都不可能跟他一样 上过电视台 至少有很多人关注他 有一部分喜欢他的人 有一部分心疼可怜他的人 他有自我存在的价值 他至少目前可以养活自己一家人 我记得有一个片段让我印象很深刻 一群大概是初高中生 嬉笑着喊着小马云 我感觉到无比的讽刺 好像在嘲笑 在取笑 他现在的状况 跟现在的社会 资本 自己 家庭 这个社会很无情也很现实你有价值疯狂压榨你的价值 利用你 没有价值就会毫不留情的抛弃 跟他自己也有关系 他自己本来很小接触了很多跟金钱利益挂钩的东西 以及没有好好进行系统学习 先天性的智商问题 导致他头脑只有 钱 吃 玩 乐 也许他知道自己被别人利用 但是他没有办法 他自己已经习惯和妥协 这个家庭 首先在农村 父亲残疾 母亲心智有问题 而且文化水平不高 不知道怎么引导教育孩子 而且同样也被金钱利用迷惑 我在他们身上看不到真正父母的样子 他的哥哥是家里唯一一个身体和智商正常的 我之前刷好几个他跟他弟弟的视频 这个小孩子是很聪明的 但是聪明不在正常的点上 他会抢弟弟的东西 骗弟弟的东西 还喜欢小偷小摸  不爱学习 也没有尽到保护弟弟树立榜样的责任 我很喜欢小编的一句话 他是活在流量和现实之中 他以后的人生 我不敢想是怎么样 流量不再 是不是和以前的生活一样 在一个小乡村 一个穿的破破烂烂的小孩 在村门口不停的看着来来往往的人 再喊他小马云 跟他拍照 给他买零食 ……
1,有这钱，给厂里兄弟们加点，不好吗？出来沽名钓誉的
4,唉，今年上了大学，过年老回家和爷爷奶奶聚聚，给他们一个惊喜，结果11月份92岁的奶奶走了。唉:pensive_face:
0,好好好
5,我抄，然
2,真的得好好整治一下网上造谣的了，现在的网络环境乌烟瘴气，造谣就该判刑
4,没有人在乎这张残缺的纸会被画成什么样，他们只在乎这张纸是否可以带给他利益
0,哥们太有实力了
2,太大了，又大又重，带着做事真的不方便
4,这是一个时代悲剧中的一个小小缩影
4,[大哭]
0,王总真的牛逼[笑哭][点赞]
2,搞什么啦。...是你奥加想成全我们才搞这些东西呀。...那为何现在我和小瞳的关系就比之前更糟？？奥加你搞什么狗屎啦。...
4,永远想您[大哭][拥抱][水稻]
0,太秀了
0,就算不会玩帝国时代我也是每次看的津津有味的   更别说星际了哈哈哈哈
0,我觉得有必要关注一下[打call]
2,来整改我舍友[脱单doge]，早上闹钟6点响，别人不醒我不起，晚上呼噜无人挡，急需整改求帮忙[星星眼]
1,他妈的发售都快45岁了，还有精力玩吗？
0,vlog真不错！
4,缅怀袁老[水稻]我想你了袁爷爷[委屈]
4,千古
0,支持五月天
2,剧情也太不知所谓了
0,这风格超级喜欢啊
0,牛批
0,我的电子阳纬有治好的希望了[大哭]
4,可怜这个孩子 又痛恨资本狗
0,至逝不忘杂交稻，心血全献稻米田。爱国为民刻心间，岁老志坚永流传。年少未衰当自强，牢记没忘前辈志。                   一致袁隆平院士词致敬！[打call]
5,吃僵尸？
0,我可太爱糜道人这个设定了[大哭]
4,即使他有智商问题，我感觉他都知道，大声喊那些口号，和别人合影，就是在帮家里赚钱，或许他有一种好像事业上取得成就的开心，而内心里，他也疲惫，渴望一个正常的童年
5,为毛没有AE86啊[大哭]
2,难崩
0,袁老生日快乐
4,袁公千古，您的精神永存
2,急了急了[大笑]
2,什么剧情，肥良到底在搅什么
4,唉，丁真，唉，理塘，唉，雪豹。
0,遥遥领先
5,悬赏五百万打击自己吗？
2,感觉还是在修脚啊 这个战斗姿态问题……
0,日刷，已经第3天了
2,释天武跟黑暗其实完全没有任何可比性，终极狂野之城那段盖章他最爱的是贝莎
5,古有神农今有袁隆！！！！！！[大哭]
0,三连了！快点继续更新吧！[脱单doge]
0,太棒辣
0,人物配音，人物动作节奏，音乐，背景音，拍摄角度一起呈现出了一个活的靡道人，大爱[脱单doge]
0,可爱可爱[水水水豚君表情包_略略略][水水水豚君表情包_略略略][水水水豚君表情包_略略略][水水水豚君表情包_略略略][水水水豚君表情包_略略略][水水水豚君表情包_略略略][水水水豚君表情包_略略略]
4,一年前扼腕痛哭，今天想起来，也害怕蹉跎年华
4,人民好总理，一路走好[大哭]
3,再发展下去，人类距离灭亡就不远了
0,哥们太有实力了
0,绝了
3,好可怕，我要是不永生的话，就见不到月亮没了
0,这把属实过于精彩，让我觉得这么多年的帝国4白打了
4,看了这一期觉得帝国是真的好难玩[大哭]
5,19万行代码都要讲吗？[滑稽]
0,没看懂结尾什么意思[笑哭]
4,小时候看这个完全没感觉，长大了看这个一下子眼泪打转
2,恶心，就吃腐肉呗
